"PreSens Measurement Studio 2","4.0.0.2393",""
"Date","Time","Channel","User","SensorID","Sensor_Name","delta_t","Time_Unit","Value","O2_Unit","Mode","Phase","Phase_Unit","Amplitude","Amplitude_Unit","Temp","Temp_Unit","Pressure","Pressure_Unit","Salinity","Salinity_Unit","Error","Cal0","Cal0_Unit","T0","T0_Unit","O2Cal2nd","O2_Unit","Cal2nd","Cal2nd_Unit","T2nd","T2nd_Unit","CalPressure","CalPressure_Unit","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal_Mode","SignalLEDCurrent","User_Signal_Intensity","ReferenceLEDCurrent","Reference_Amplitude","Device_Serial","FwVersion","SwVersion","Sensor_Type","BatchID","Calibration_Date","Sensor_Lot","PreSens_Calibr","Battery_Voltage","Battery_Voltage_Unit","Cal0_Amplitude","Cal0_Amplitude_Unit","Cal2nd_Amplitude","Cal2nd_Amplitude_Unit"
"07/10/2026","11:04:07","1","default","137968361","OXY_05","0.000","min","201.455","μmol/L","Humid","22.199","deg","52680","µV","25.065","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283042.14","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:09","1","default","137968361","OXY_05","0.034","min","201.439","μmol/L","Humid","22.202","deg","52677","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283054.52","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:11","1","default","137968361","OXY_05","0.067","min","201.402","μmol/L","Humid","22.202","deg","52678","µV","25.065","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283049.08","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:13","1","default","137968361","OXY_05","0.100","min","201.474","μmol/L","Humid","22.200","deg","52667","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283047.84","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:15","1","default","137968361","OXY_05","0.133","min","201.386","μmol/L","Humid","22.205","deg","52667","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283045.66","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:17","1","default","137968361","OXY_05","0.167","min","201.400","μmol/L","Humid","22.200","deg","52660","µV","25.071","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283038.88","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:19","1","default","137968361","OXY_05","0.200","min","201.456","μmol/L","Humid","22.201","deg","52672","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283051.21","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:21","1","default","137968361","OXY_05","0.233","min","201.421","μmol/L","Humid","22.203","deg","52666","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283042.97","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:23","1","default","137968361","OXY_05","0.267","min","201.439","μmol/L","Humid","22.202","deg","52663","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283038.53","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
"07/10/2026","11:04:25","1","default","137968361","OXY_05","0.300","min","201.439","μmol/L","Humid","22.202","deg","52669","µV","25.059","°C","1016.000","hPa","35.0","pmil","0","53.640","deg","25.499","°C","100.000","%a.s.","21.808","deg","25.666","°C","1000.000","hPa","0.82","-0.015","0.00036","-0.00014","0","10","Humid","31.00","0","2500.00","283039.90","SADF0001000082","ABF0.1.0.10","4.0.0.2393","PSt7-10","250224-012","6/26/2026 4:09:03 AM","0000-00","0","no battery","V","83356","µV","","µV"
